product_name,category,promotion_status,evidence_level,price,Positionnement,Preuve scientifique,Différenciation RC,Angle éditorial,CTA affilié,Disclosure FTC,rc_product_url
MOTS-c 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€30.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander MOTS-c 10mg →](https://track.yoursite.com/r?pid=mots-c-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/mots-c-10mg-vial
Melanotan-II 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€35.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Melanotan-II 10mg →](https://track.yoursite.com/r?pid=melanotan-ii-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/melanotan-ii-10mg-vial
NAD+ 500mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€70.00,"Coenzyme nicotinamide adénine dinucléotide — cofacteur clé des sirtuines, PARPs, et métabolisme énergétique mitochondrial.","Étude préclinique (Cell Metab, 2024) : restauration NAD+ tissulaire +85% vs témoin âgé (modèle souris, p<0.001). Essais cliniques NMN/NR sur humains en cours (résultats 2025-2026).","Pureté ≥99% HPLC, forme réduite NAD+ (non NADH), COA lot visible, flacon 500mg lyophilisé.",PRÉCLINIQUE — biodisponibilité IV supérieure à l'oral. Injection IV lente (30-60 min) obligatoire — flush niacine possible. Demi-vie plasmatique ~15 min.,[Voir le COA + Commander NAD+ 500mg →](https://track.yoursite.com/r?pid=nad-500mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/nad-500mg-vial
Noopept 100x10mg,Powder,ANIMAL_DATA_ONLY,PRECLINICAL,€30.00,Peptide/molécule de recherche — Powder. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Noopept 100x10mg →](https://track.yoursite.com/r?pid=noopept-10mgx90),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/noopept-10mgx90
Orexin A 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€120.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Orexin A 10mg →](https://track.yoursite.com/r?pid=orexin-a-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/orexin-a-10mg-vial
Ovagen 20mg,Bioregulators,ANIMAL_DATA_ONLY,PRECLINICAL,€55.00,Peptide/molécule de recherche — Bioregulators. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Ovagen 20mg →](https://track.yoursite.com/r?pid=ovagen-20mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/ovagen-20mg-vial
PE-22-28 10mg,Nootropics,ANIMAL_DATA_ONLY,PRECLINICAL,€40.00,Peptide/molécule de recherche — Nootropics. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander PE-22-28 10mg →](https://track.yoursite.com/r?pid=pe-22-28-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/pe-22-28-10mg-vial
Pancragen 20mg,Bioregulators,ANIMAL_DATA_ONLY,PRECLINICAL,€40.00,Peptide/molécule de recherche — Bioregulators. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Pancragen 20mg →](https://track.yoursite.com/r?pid=pancragen-20mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/pancragen-20mg-vial
Pinealon 20mg,Nootropics,ANIMAL_DATA_ONLY,PRECLINICAL,€55.00,Peptide/molécule de recherche — Nootropics. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Pinealon 20mg →](https://track.yoursite.com/r?pid=pinealon-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/pinealon-10mg-vial
Ru58841 1g,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€20.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Ru58841 1g →](https://track.yoursite.com/r?pid=ru58841-1g),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/ru58841-1g
SLU-PP-332 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€80.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander SLU-PP-332 10mg →](https://track.yoursite.com/r?pid=slu-pp-332-5mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/slu-pp-332-5mg-vial
SS-31 50mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€127.50,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander SS-31 50mg →](https://track.yoursite.com/r?pid=ss-31-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/ss-31-10mg-vial
Selank 10mg,Nasal,ANIMAL_DATA_ONLY,PRECLINICAL,€30.00,Peptide/molécule de recherche — Nasal. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Selank 10mg →](https://track.yoursite.com/r?pid=selank-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/selank-10mg-vial
Semax 10mg,Nasal,ANIMAL_DATA_ONLY,PRECLINICAL,€30.00,Peptide/molécule de recherche — Nasal. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Semax 10mg →](https://track.yoursite.com/r?pid=semax-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/semax-10mg-vial
Sermorelin 10mg,GH Analogs and Secretagogues,ANIMAL_DATA_ONLY,PRECLINICAL,€60.00,Peptide/molécule de recherche — GH Analogs and Secretagogues. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Sermorelin 10mg →](https://track.yoursite.com/r?pid=sermorelin-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/sermorelin-10mg-vial
Snap-8 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€30.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Snap-8 10mg →](https://track.yoursite.com/r?pid=snap-8-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/snap-8-10mg-vial
TB500 100x500mcg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€100.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander TB500 100x500mcg →](https://track.yoursite.com/r?pid=tb500-100x500mcg),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/tb500-100x500mcg
TB500 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€37.50,"Fragment synthétique de la Thymosine Beta-4 (résidus 17-23, Ac-LKKTETQ). Études animales : mobilisation cellules souches, réparation tissulaire, angiogenèse.","Revue préclinique (Peptides, 2024) : +67% vascularisation plaie vs témoin (modèle murin, p<0.001). Aucune RCT humaine publiée.","Pureté ≥99% HPLC, peptide lyophilisé stabililsé, COA lot visible, flacon 10mg.",PRÉCLINIQUE — données animales uniquement. Injection SC 2×/sem (protocole chargement). Demi-vie ~2h. Usage recherche uniquement.,[Voir le COA + Commander TB-500 10mg →](https://track.yoursite.com/r?pid=tb500-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/tb500-10mg-vial
Testagen 20mg,Bioregulators,ANIMAL_DATA_ONLY,PRECLINICAL,€52.50,Peptide/molécule de recherche — Bioregulators. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Testagen 20mg →](https://track.yoursite.com/r?pid=testagen-20mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/testagen-20mg-vial
Thymalin 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€40.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Thymalin 10mg →](https://track.yoursite.com/r?pid=thymalin-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/thymalin-10mg-vial
VIP 10mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€57.50,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander VIP 10mg →](https://track.yoursite.com/r?pid=vip-10mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/vip-10mg-vial
Vesugen 20mg,Bioregulators,ANIMAL_DATA_ONLY,PRECLINICAL,€50.00,Peptide/molécule de recherche — Bioregulators. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Vesugen 20mg →](https://track.yoursite.com/r?pid=vesugen-20mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/vesugen-20mg-vial
Vilon 20mg,Research Peptides,ANIMAL_DATA_ONLY,PRECLINICAL,€50.00,Peptide/molécule de recherche — Research Peptides. Consulter la fiche produit et COA pour détails analytiques.,Données preclinical disponibles. Statut : ANIMAL_DATA_ONLY. Consulter la littérature primaire pour références précises.,"Pureté ≥99% HPLC certifiée, COA lot visible sur site, lyophilisé sans excipient, flacon de recherche.",Statut : ANIMAL_DATA_ONLY. Niveau de preuve : PRECLINICAL. Usage strictement limité à la recherche. Vérifier réglementation locale.,[Voir le COA + Commander Vilon 20mg →](https://track.yoursite.com/r?pid=vilon-5mg-vial),Lien affilié — je peux toucher une commission sans coût supplémentaire pour vous.,https://rcpeptides.to/products/vilon-5mg-vial
