"block href","w-full src","text-[9px]","text-xs","text-sm"
"https://rcpeptides.to/products/ru58841-1g?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/RU58841_1g.png","Research Peptides","Ru58841 1g","€20.00"
"https://rcpeptides.to/products/klow-80mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/KLOW_80mg.png","Research Peptides","KLOW 80mg vial","€120.00"
"https://rcpeptides.to/products/hmg-75-iu-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/HMG_75IU.png","Research Peptides","HMG 75 IU vial","€32.50"
"https://rcpeptides.to/products/cartalax-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Cartalax_20mg.png","Bioregulators","Cartalax 20mg vial","€40.00"
"https://rcpeptides.to/products/testagen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Testagen_20mg.png","Bioregulators","Testagen 20mg vial","€52.50"
"https://rcpeptides.to/products/bronchogen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Bronchogen_20mg.png","Research Peptides","Bronchogen 20mg vial","€50.00"
"https://rcpeptides.to/products/cardiogen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Cardiogen_20mg.png","Bioregulators","Cardiogen 20mg vial","€47.50"
"https://rcpeptides.to/products/trevogrumab-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/trevogrumab_10mg.png","Monoclonal Antibodies (mAbs)","Trevogrumab (REGN1033 / SAR391786) 10mg","€6500.00"
"https://rcpeptides.to/products/garetosmab-regn2477-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Garetosmab_10mg.png","Monoclonal Antibodies (mAbs)","Garetosmab (REGN2477) 10mg","€5000.00"
"https://rcpeptides.to/products/p21-with-adamantane-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/P21_10mg.png","Research Peptides","P21 with adamantane 10mg vial","€70.00"
"https://rcpeptides.to/products/tb500-100x500mcg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/powder-pouch-tb500-100x500mcg.png","Research Peptides","TB500 100x500mcg","€100.00"
"https://rcpeptides.to/products/kpv-100x500mcg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/KPV_500mcg.png","Research Peptides","KPV 100x500mcg","€125.00"
"https://rcpeptides.to/products/pe-22-28-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/PE-22-28_10mg.png","Nootropics","PE-22-28 10mg vial","€40.00"
"https://rcpeptides.to/products/aod9604-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/aod9604_10mg.png","GH Analogs and Secretagogues","AOD9604 10mg vial","€50.00"
"https://rcpeptides.to/products/vip-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/VIP10mg.png","Research Peptides","VIP 10mg vial","€57.50"
"https://rcpeptides.to/products/vesugen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Vesugen20mg.png","Bioregulators","Vesugen 20mg vial","€50.00"
"https://rcpeptides.to/products/ovagen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Ovagen_20mg.png","Bioregulators","Ovagen 20mg vial","€55.00"
"https://rcpeptides.to/products/crystagen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Crystagen_20mg.png","Bioregulators","Crystagen 20mg vial","€55.00"
"https://rcpeptides.to/products/adamax-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/adamax_10mg.png","Research Peptides","Adamax 10mg vial","€55.00"
"https://rcpeptides.to/products/cortagen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Cortagen_20mg.png","Bioregulators","Cortagen 20mg vial","€50.00"
"https://rcpeptides.to/products/pancragen-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Pancragen20ng.png","Bioregulators","Pancragen 20mg vial","€40.00"
"https://rcpeptides.to/products/matrixyl-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Matrixyl10mg.png","Research Peptides","Matrixyl 10mg vial","€30.00"
"https://rcpeptides.to/products/chonluten-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Chonluten20mg.png","Bioregulators","Chonluten 20mg vial","€45.00"
"https://rcpeptides.to/products/teriparatide-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Teriparatide_10mg.png","Bioregulators","Teriparatide 10mg vial","€80.00"
"https://rcpeptides.to/products/stamulumab-myo-029-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Stamulumab_10mg.png","Monoclonal Antibodies (mAbs)","Stamulumab (MYO-029) 10mg","€4500.00"
"https://rcpeptides.to/products/landogrozumab-ly2495655-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Landogrozumab_10mg.png","Monoclonal Antibodies (mAbs)","Landogrozumab (LY2495655) 10mg","€7000.00"
"https://rcpeptides.to/products/bimagrumab-bym338-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Bimagrumab_10mg.png","Monoclonal Antibodies (mAbs)","Bimagrumab (BYM338) 10mg","€7250.00"
"https://rcpeptides.to/products/sabatolimab-mbg453-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/sabatolimab_10mg.png","Monoclonal Antibodies (mAbs)","Sabatolimab (MBG453) 10mg","€5500.00"
"https://rcpeptides.to/products/domagrozumab-pf-06252616-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Domagrozumab_10mg.png","Monoclonal Antibodies (mAbs)","Domagrozumab (PF-06252616) 10mg","€4000.00"
"https://rcpeptides.to/products/tiragolumabrg6058-mtig7192a-10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/tiragolumab_10mg.png","Monoclonal Antibodies (mAbs)","Tiragolumab(RG6058/MTIG7192A) 10mg","€4500.00"
"https://rcpeptides.to/products/ahk-cu-100mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/AHK-CU100mg.png","Research Peptides","AHK-CU 100mg vial","€52.50"
"https://rcpeptides.to/products/slu-pp-332-100x10mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/powder-pouch-slu-pp-332-100x10mg.png","Powder","SLU-pp-332 100x10mg","€275.00"
"https://rcpeptides.to/products/tesofensine-500mcgx100?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/powder-pouch-tesofensine-500mcgx100.png","Research Materials","Tesofensine 500mcgx100","€275.00"
"https://rcpeptides.to/products/aicar-100mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/AICAR100mg.png","Research Peptides","AICAR 100mg","€75.00"
"https://rcpeptides.to/products/bac-water-3ml-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Bac_water_3ml.png","Research Peptides","BAC water 3ml vial","€5.00"
"https://rcpeptides.to/products/b7-33-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/B7-33_10mg.png","Research Peptides","B7-33 10mg vial","€50.00"
"https://rcpeptides.to/products/slu-pp-332-100x5mg?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/powder-pouch-slu-pp-332-100x5mg.png","Powder","SLU-pp-332 100x5mg","€150.00"
"https://rcpeptides.to/products/melatonin-10mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/Melatonin10mg.png","Nootropics","Melatonin 10mg vial","€50.00"
"https://rcpeptides.to/products/adipotide-5mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/adipotide_5mg.png","GLP","Adipotide 5mg vial","€60.00"
"https://rcpeptides.to/products/glp-3-20mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/retatrutid_20mg.png","GLP","GLP-3 20mg vial","€120.00"
"https://rcpeptides.to/products/glp-3-30mg-vial?ref=PEPTIDESDECODED","https://rcpeptides.to/uploads/retatrutide_30mg.png","GLP","GLP-3 30mg vial","€170.00"
